50000 200000
38072 3816 10
4300 4845 10
38572 40326 3
4964 26033 3
37672 36307 1
27420 7514 5
45455 36458 10
33907 44683 1
47671 5567 3
34169 43267 6
12971 679 4
19373 41970 2
29354 45107 4
29968 1470 10
43851 43872 2
10986 47703 4
25849 41538 4
23734 33654 4
29372 41525 4
20244 44480 6
41040 23418 7
46684 20361 7
30993 43899 8
42783 47641 5
39628 10477 3
13134 6720 4
40409 40980 2
47097 23528 2
1521 13697 8
42631 44919 10
13704 48026 9
41760 16539 10
9191 8153 4
30558 15709 4
10331 35242 4
5149 32746 9
23925 27928 10
39181 34057 10
9565 43721 6
34913 31269 1
41491 7956 6
20237 24311 9
18327 5259 3
30449 16157 7
47053 22354 5
40961 30629 5
45749 46517 10
43584 25906 6
31171 36097 2
25481 35575 3
3656 43350 6
49834 17954 4
27832 10017 1
23989 34472 9
41228 2169 2
39949 47548 1
43843 7588 4
34600 27088 4
942 822 7
20505 4859 3
18881 32294 9
49234 22821 4
43730 31747 3
17869 38045 3
34742 22900 2
7948 6719 8
49047 4807 1
42037 37815 2
11835 15043 7
41562 8154 7
14409 17687 1
28621 25736 2
29234 27691 2
47178 36530 3
7573 17330 6
43269 39836 10
3441 17543 10
47966 33172 4
40515 49450 6
18141 24275 5
5624 25757 4
8621 14316 3
17003 31833 7
18686 35529 10
47827 17313 6
21913 33758 2
29833 44578 9
39696 28086 4
40199 32717 7
15600 9793 9
29391 22737 3
14170 36262 1
5105 39695 7
21904 27638 2
4244 23177 6
28749 1394 3
4398 18926 2
26440 46355 7
8392 48162 6
44929 36821 6
14074 39592 9
46529 29015 10
18730 21647 7
34573 29081 9
45587 371 8
30367 24041 4
13920 9244 2
6541 22262 8
6067 20380 5
46670 3450 4
13710 2591 9
13742 40035 3
7371 12675 6
37674 8555 9
32613 5800 6
25572 27201 4
4528 42288 2
25203 1683 9
37484 32561 1
40543 21475 8
6714 40578 3
39804 20480 8
16740 31015 1
33969 1939 1
48071 21716 2
20020 26167 5
8325 16508 1
26578 549 1
22928 35906 1
4665 708 1
41537 1374 2
21621 16158 2
19557 48585 9
43657 46924 4
17036 6141 1
14161 37051 3
33592 9774 10
10414 39745 2
28497 45582 10
14853 42703 6
44954 31809 6
44786 47684 8
49487 26542 1
47630 11940 5
12081 33670 3
15051 2152 4
8994 19325 8
25440 19481 3
10646 24746 4
16075 36986 4
6772 11346 1
36613 39001 8
13983 14189 8
30477 48460 9
3638 41944 6
5584 30103 3
22330 45017 7
46956 46633 1
20722 6324 10
24004 28817 7
42595 5127 2
9495 39272 4
9489 39844 6
22094 42192 10
31901 10735 10
4767 31358 1
14426 41542 6
13953 40588 9
7338 46818 6
46033 5187 7
36115 37047 10
31719 27761 7
45214 34943 3
20089 44368 10
32994 20922 1
16122 13325 8
6908 19986 5
30302 48202 2
14023 6629 7
36191 30303 6
10433 33594 7
49616 42227 7
20921 45493 3
18358 15109 5
41447 46449 3
15310 8218 9
35199 5171 6
29137 44475 3
8862 11318 7
16284 49911 5
5118 42459 8
47535 33208 8
36040 17198 9
44265 26168 1
40931 21089 5
18176 20232 10
30478 24142 6
22299 13596 1
29079 20552 10
10960 30482 8
43438 21547 9
565 40191 2
34518 43884 2
37401 6899 6
36499 8287 2
16656 18249 6
7946 5781 5
47088 1212 5
33843 16186 6
31957 14800 9
46111 12126 8
45425 21310 8
7927 25425 3
36504 18018 7
44707 35180 10
6430 22362 6
24433 48354 9
8278 12122 10
10871 23995 1
1091 21769 6
8814 30773 7
30313 3877 2
28925 26519 10
13036 38156 2
21892 47435 1
19954 46244 9
44719 40525 9
22102 39505 3
14720 40907 5
37289 37570 7
44481 23328 8
42831 22024 7
46554 22399 8
1770 27923 5
41229 9124 10
10926 47954 3
2454 4257 3
11487 14276 4
49004 32715 4
28458 27143 7
2468 49764 5
34063 40297 5
48218 37939 1
25214 32825 1
49474 17696 9
43023 3577 6
5044 856 7
27706 14710 4
3198 37223 1
4854 39211 4
12288 44247 4
35757 6603 9
2669 21413 9
8544 22868 7
42680 35023 2
15601 7921 6
1752 34007 4
27290 41810 4
13277 18279 8
40836 21642 10
26969 30337 3
20392 3617 2
43901 26996 7
20526 26541 5
12906 14031 8
27278 3123 8
17787 30888 4
17023 16811 9
3051 18883 10
47560 48750 9
30677 29887 3
42790 40132 6
42872 23697 3
24414 18533 9
30014 34369 1
9655 6239 7
18872 18357 1
3722 30013 9
3279 39306 5
18985 30404 6
2260 9763 4
13977 3709 10
1811 34040 6
31277 25358 1
16003 36991 7
35807 33121 5
6742 39760 8
15902 25150 5
31053 27346 8
8588 9634 10
43859 32280 8
15708 11428 1
23424 32823 2
20751 29815 1
33288 23526 1
13121 31881 2
28461 14525 3
17256 16623 10
9145 43062 5
20243 45980 4
35465 9369 5
45495 40534 10
13543 31929 1
17886 11797 7
36207 45776 10
15731 14754 8
34828 40042 2
45201 13274 5
22189 2159 2
9587 32618 3
206 40794 4
42772 31614 1
6206 27917 5
33768 16287 1
5223 1498 10
9792 30739 5
6431 29749 10
10117 23849 2
14554 2355 7
40339 21905 8
23114 44239 1
40260 17723 9
45494 27414 7
45470 39826 1
1904 10834 2
14051 45782 2
9433 31864 2
6625 45912 9
15354 34636 9
23813 9758 2
41938 23728 9
29832 49680 3
17812 46381 6
30979 16220 1
12765 21717 2
31010 20241 5
16787 2806 2
25831 47320 6
45619 17042 10
1163 47581 10
48910 10838 4
40345 4483 3
3673 2328 1
41665 24102 3
24660 26026 5
43613 30453 7
11501 38438 8
49462 2879 6
398 19828 6
44472 36353 6
27454 37079 3
48362 4083 4
329 34035 9
41953 11937 5
38121 44866 1
18279 35997 8
9306 21462 9
32345 33139 3
24988 27417 8
20612 11412 4
8435 41501 6
49545 46869 6
17246 30623 5
30253 16736 10
1020 40145 8
37990 17625 1
23045 36866 2
17235 31180 9
9128 22479 2
38669 38753 10
4763 47629 4
48263 33103 7
32092 17399 8
47489 42152 2
27693 23708 4
49534 34885 1
33197 21954 10
3102 48581 5
4251 38902 6
23770 49345 8
14251 26753 10
32493 5014 9
3113 5711 9
25476 110 8
6630 14001 9
22129 46295 3
1117 18844 8
43702 30397 3
10673 37819 8
22702 45258 8
40730 25863 3
12265 19582 6
43419 43667 6
46073 36008 4
39611 38632 9
21527 28275 5
5994 38116 2
13556 15336 10
9697 24922 5
11242 25862 9
28612 998 5
8785 15019 10
33965 44584 10
38433 7673 5
16174 18913 9
332 37443 6
16989 21843 2
21553 27128 6
45474 33970 5
14838 33565 9
46794 18560 2
410 23596 6
20322 42984 1
36032 30382 7
32056 18161 6
37462 40362 10
1794 10550 8
3318 8845 5
41907 22746 7
9217 10197 6
38471 42616 3
27504 47641 4
19776 40770 8
5635 21199 6
45440 4830 4
17668 49719 6
6113 33405 1
31812 27247 2
32437 32228 10
27305 33173 1
3908 1274 3
22396 9942 3
9487 28368 7
17178 38900 8
40946 33383 7
47306 20177 10
9848 19843 7
21021 40932 7
18751 22267 7
3080 264 2
20953 23473 9
7003 24145 6
27571 1704 1
31261 38699 1
28613 26474 10
37225 46388 7
45797 39200 6
29103 42537 9
10556 37876 6
7143 12493 4
16981 38816 2
27124 45528 9
21097 12928 9
35380 9549 9
2797 33725 3
6337 16481 2
28438 33882 9
42132 23796 9
34949 14770 8
28532 14224 7
29834 10705 4
20770 13883 2
31819 10234 2
47339 41476 4
4779 4477 1
29444 29225 1
5254 15601 10
5473 4072 2
16112 16599 3
47263 16417 9
45550 16645 7
3879 12128 4
32968 10049 5
20796 10703 3
14935 27073 9
49976 28293 10
670 43726 1
21930 46947 6
21747 24449 4
41549 31377 10
44454 20254 9
43625 40621 7
39176 37797 4
287 20939 7
34685 33469 3
6127 28454 9
898 35057 2
43561 18862 7
46713 21268 9
4664 260 2
26830 49022 8
35860 11079 3
9701 38061 8
12402 30640 4
28480 31884 5
15328 42157 7
25338 21190 2
12227 8586 6
2552 26462 7
35084 46603 5
16800 24139 8
16309 43500 5
19831 44576 5
10877 6159 4
47005 26041 8
8122 31421 1
7004 32859 4
25005 26064 7
25254 41965 1
44861 38865 7
32896 15715 10
3251 6239 5
43449 32367 1
27017 46414 9
33498 15823 10
3032 14326 3
2699 47585 4
29451 16706 4
22095 13332 10
18375 33665 3
44700 16643 7
49667 26268 8
36850 32457 3
41992 8503 10
30182 32577 5
7814 36621 4
48016 22778 3
23642 41036 5
13779 39677 6
33750 30361 1
37983 48734 10
35917 6252 1
47282 39945 3
40050 30689 2
8268 34252 1
40358 47897 5
22699 23318 2
32739 11896 4
23581 14731 8
45153 1137 10
16485 20260 6
10728 22858 4
41886 46384 3
34343 19079 9
32274 48793 4
48107 38600 9
44978 45650 5
47216 32488 5
13008 35034 3
49981 18777 6
11183 22531 1
48624 31784 1
21184 38506 8
39854 11581 9
35471 6949 3
47318 12089 2
24206 20552 3
43305 30120 4
27315 6871 2
37679 21549 7
39229 4912 6
46868 47436 10
21422 36891 2
36095 17728 1
33177 22993 3
43918 29629 1
18970 22893 9
16801 38679 3
35500 27120 4
25463 1801 5
14029 2818 5
29778 21878 9
15960 33277 10
37851 2287 5
46302 41761 9
26032 27738 3
31744 4453 8
31466 42315 9
25908 3163 4
34970 4904 8
26665 22854 5
8486 15644 8
29718 28850 10
13482 29354 7
7319 16595 7
33400 48270 3
49163 14269 4
21190 1500 5
8711 18178 3
41694 17549 9
14907 45071 6
4568 35133 2
21031 40311 10
20438 16945 5
37957 22106 3
39434 15114 5
39409 32224 7
23607 33299 6
2688 4379 5
49864 4939 4
16789 1014 1
42167 41876 7
7432 35894 3
26995 27850 6
43445 26849 9
47127 2564 8
24119 45503 2
3751 28263 3
33878 21796 8
18837 29870 6
40312 21052 1
17974 13748 3
22773 8427 7
3908 8354 4
49303 12875 6
9208 14524 7
11191 12939 1
24941 31647 6
14502 46623 6
41276 16720 7
11418 797 4
15608 8142 10
664 6265 7
26147 28217 10
24585 37640 6
29063 43768 7
17028 37648 8
37998 5823 1
47304 10032 6
8107 43439 1
24291 24767 4
8706 23208 5
47605 43431 3
38379 16083 3
22249 38263 5
23991 23268 2
49464 12712 2
428 47341 9
18799 24186 8
13754 8968 10
27118 8201 6
5043 43765 1
43131 36370 7
24715 7666 3
4872 8581 1
37175 26103 8
27390 14084 3
14103 47926 1
47181 17767 10
37422 19415 1
42500 35605 10
29859 40491 8
29535 17451 8
44946 32142 1
40644 27157 2
14829 48814 2
26679 33136 2
35888 43516 4
10412 49900 7
25439 37047 10
23139 42323 6
25323 40983 5
39111 41191 10
29325 2176 3
12364 44361 9
28243 45192 6
15818 30393 3
43707 9480 2
36408 19052 6
49849 35550 7
12861 37067 5
20554 19240 3
37299 34497 7
22972 34109 7
27945 29737 7
33056 29229 10
31928 19428 10
26608 21921 6
46630 29965 7
43550 23494 6
45397 34489 2
21543 5015 10
48052 28407 2
13950 10262 5
41778 48023 4
46662 36178 6
15974 23298 1
2329 44282 6
18735 18065 10
25880 49376 4
18992 7925 8
18453 28035 1
39463 45124 8
25989 46158 7
12634 2960 3
22640 2515 4
23270 48830 9
25784 41624 7
8087 37777 5
5145 3579 2
19622 49782 8
36484 14122 3
46467 11665 9
46194 45536 9
7746 6248 9
8395 27838 4
17900 13019 7
12745 40677 4
27050 21256 9
38590 34359 1
16773 15015 8
14746 24727 8
37992 5766 9
46477 45852 2
6622 2263 1
7706 48041 6
47061 42281 9
17630 45911 9
34091 19941 8
30025 38396 7
12198 49721 10
25997 37763 1
25168 35995 6
34548 30075 9
26029 5052 9
44210 44634 2
22480 49909 5
24964 15008 3
49636 39494 4
11269 49660 6
33992 43875 9
17152 31071 7
2123 32017 10
41361 40800 9
46938 47028 4
29162 19412 6
37074 30811 5
25158 33153 4
16112 15684 7
35262 44200 3
33003 22784 1
5619 1366 1
21376 45511 3
18161 30881 5
4823 17374 2
34721 36953 2
5592 31084 9
44555 11467 4
36428 19100 1
27550 10451 2
44840 39392 4
14456 21758 10
28646 7996 8
4625 23204 4
26807 13508 10
33561 17818 10
10207 23614 3
10174 7148 1
19600 49056 1
29658 34858 5
13337 11047 1
43884 26423 8
2615 45657 1
19023 3887 1
23918 8444 10
28830 2188 8
28922 34543 6
36642 29742 6
12745 14868 5
25414 44828 8
44038 31981 1
20096 47320 8
36953 48066 9
466 40333 9
14360 43457 7
48644 36166 10
8767 733 10
28801 16251 1
19488 30872 7
16794 30037 5
24427 35300 1
41957 13248 4
20708 23364 8
14960 29925 4
12088 29661 5
29635 17957 7
7924 11793 1
3382 13708 3
3733 39437 5
20193 26931 8
34787 40095 6
3690 3119 3
34735 33764 1
14041 12634 5
21402 19377 10
7338 28432 5
10333 49763 6
28049 43473 8
12326 28325 1
5426 12426 6
33983 15305 7
45703 14052 1
26821 43018 1
17084 4658 6
3538 3203 3
19494 4998 4
24234 2018 6
25970 44632 10
8046 5061 10
6125 15785 7
300 33232 2
43071 10128 7
9689 31127 4
41356 44714 1
5771 26232 7
43649 49718 8
16325 33890 3
8397 24021 4
1974 24280 6
21092 9518 9
19799 3278 6
41430 35928 5
3445 18643 8
12370 31121 4
4933 30254 7
1453 16101 7
19749 34206 2
7908 7128 9
47037 820 4
2559 22396 9
1249 10009 4
38677 41235 3
13696 23699 7
1082 12733 6
27006 32901 3
24098 21907 10
7918 46635 9
37013 35677 6
14561 39078 10
11979 49461 4
14272 49089 8
31461 49378 2
26603 16945 4
43795 30626 6
4923 14709 8
8261 5190 1
6663 16038 10
21119 16367 9
44333 44331 5
33189 24744 5
45625 11249 1
11128 45084 10
1861 35414 5
11665 39817 2
13806 16790 9
9786 48829 6
1285 19300 1
47236 28557 6
47691 33782 5
20054 15812 7
1484 2753 9
9361 15447 8
16361 12881 4
7742 1408 1
49656 11419 6
32721 48346 9
5693 31772 5
9555 18967 10
27996 13867 3
12690 47724 4
25221 12536 5
38549 22291 3
10618 13400 5
40390 39630 4
26577 31023 3
35975 41519 6
34647 25022 10
46913 45071 6
30731 41149 3
22736 11273 10
41476 19379 3
47359 25075 7
40832 9976 5
34108 6053 9
9958 8065 2
71 42979 4
6665 41103 6
39906 41340 8
41 33277 9
11940 2625 4
30951 34559 3
1719 35215 2
45213 47806 7
15981 5613 3
24410 37938 1
34188 9990 9
6939 2231 9
24488 27113 4
48949 27561 7
15440 381 1
45586 48767 8
34754 11483 8
14865 19020 10
10177 44410 2
7689 5946 3
566 9740 8
6636 21753 1
29442 19332 4
8469 34108 2
12872 571 9
33641 1760 8
12007 29242 3
48248 16836 8
13052 37630 6
10500 16121 2
28169 47396 8
28253 6710 3
49897 27503 10
5328 29648 9
26443 43876 7
12442 16089 8
21667 42032 3
4318 8877 5
13025 9146 5
38992 46381 2
40494 15570 5
40165 32086 9
19698 37128 8
36347 2900 9
41193 26557 3
13430 36360 8
36613 20491 1
19761 29541 9
3104 32325 9
16256 2723 10
27067 11478 7
15780 37175 8
35280 20330 2
28272 41700 7
231 41434 10
44353 1217 9
33431 15610 10
17257 48861 2
4785 38724 9
6100 25628 3
21378 47463 1
15086 17762 9
15639 37839 2
17060 40771 2
19824 13429 8
1365 18411 1
43844 36688 5
8595 24622 8
45304 34888 1
18899 44117 1
17888 42685 2
2903 9482 3
40794 42511 7
4697 41542 10
13238 37891 8
13832 4389 5
17293 31190 4
28120 135 10
25915 20794 3
30917 35205 3
49701 40426 9
21057 6003 1
36481 2067 8
26424 45611 6
15391 26149 5
16805 34114 2
26181 14079 10
14132 22974 10
44371 13814 2
44534 41236 9
22404 22683 2
10416 45724 2
48936 5926 5
29369 37136 10
49220 30875 3
41054 12738 4
28866 23088 8
21237 47854 5
9430 10411 9
4462 22707 3
33380 42585 9
41543 35349 7
34202 13699 2
38710 35354 4
16206 46671 4
21797 37660 3
37760 39851 8
40130 14371 4
31674 49790 5
15246 44106 4
42909 30219 7
38356 49597 1
14512 48209 9
44770 27856 7
2564 18863 10
22086 18140 3
33616 45509 7
18318 3515 5
14318 4564 8
33494 3140 3
2178 36936 4
35991 18018 9
40220 33249 8
47140 37303 5
49692 25286 1
40669 22637 7
46751 31329 4
29255 11268 8
41314 21585 4
23983 48953 2
44656 8751 6
17861 47032 4
300 42053 9
48112 14220 2
26140 17977 1
40355 20340 1
32995 30226 5
33568 43322 2
18287 39419 2
15768 20957 10
13753 41440 5
22672 25275 5
8082 41777 6
5108 49485 2
18895 14451 8
40217 16949 6
28728 13866 4
11383 3642 2
49193 7961 4
18289 12437 8
31574 22316 8
4445 26265 6
31265 43377 9
29091 8833 4
14341 41737 6
45997 38172 9
43339 47190 8
27816 17216 4
1246 30908 1
27256 5027 2
43984 30584 1
11850 30306 4
4858 47439 5
26824 23860 8
23924 20336 10
46430 11764 2
34454 11533 7
22385 23806 4
39463 48213 8
37478 47805 5
25895 6087 10
45685 11931 2
13760 5053 8
41302 22484 4
40971 2876 2
28635 7081 3
14377 45791 6
7453 1252 8
20953 534 9
25588 3665 5
23125 49510 9
41987 35186 9
45107 25381 2
11210 34603 4
38293 36008 10
7114 35163 6
35960 45658 2
8370 16819 9
15355 17389 9
35066 18507 10
599 12972 1
24357 45506 1
49556 15765 6
39823 39589 7
45934 23282 1
42160 35451 6
4087 21965 9
16782 18490 10
21395 36683 6
20384 36331 10
26191 33904 2
4745 29990 9
40982 990 8
17483 31432 2
26439 17699 7
42329 25750 7
46294 28555 4
41673 3579 2
511 25361 9
12818 36606 3
4596 10321 6
16554 22849 7
37231 12600 9
44085 34638 6
19615 21632 8
3492 41069 2
18632 10235 6
42053 49136 6
17891 40790 3
43668 15822 1
5647 14476 6
24216 22191 6
43698 40882 8
42250 48335 6
32100 49009 9
34072 26755 9
19469 16799 8
9818 1801 8
39942 20124 10
32627 1039 7
25707 9870 2
21517 27156 10
8490 11714 2
23428 19362 6
29046 47952 9
18855 33895 7
2065 8574 6
19054 515 3
37595 45650 1
45890 4557 7
34731 21988 3
38461 39397 2
39690 19146 3
12183 32392 9
32495 41722 9
10074 13952 1
6466 31028 4
44946 32212 6
15507 5458 5
44498 26080 2
46919 47647 9
4831 3784 8
29736 29155 8
33363 12310 5
10735 27924 1
41102 13908 7
22620 19554 7
4321 45507 9
15410 48155 7
16371 30455 7
27031 49530 8
12473 24053 7
13541 39960 6
7330 26899 7
9093 27856 7
8670 15802 6
46050 8053 6
1734 45977 7
45637 19218 7
47846 782 4
43892 47710 4
12968 43735 9
31623 4822 6
17648 24481 2
44694 26345 6
2188 29545 8
30960 33810 2
27456 44544 3
15634 12695 8
20375 32313 6
11176 22787 7
8543 33675 6
37353 43584 7
15158 16419 4
35970 11395 1
31470 10164 8
21663 26202 6
11931 41099 3
29579 9183 3
22700 26397 10
46966 38158 3
12341 33242 10
19334 8580 9
30272 31822 9
43242 46230 6
37474 3976 1
4487 9554 6
8531 45338 7
3961 30675 10
11514 24663 3
125 25765 8
30698 7265 1
8416 47754 1
42545 7731 2
47395 39734 4
20078 41975 10
4151 26467 1
41224 27153 10
8411 37929 9
21850 5122 8
22960 9132 7
12870 36363 8
25508 2181 8
13475 29463 1
48799 27122 9
21624 8682 9
27933 22140 8
29185 33122 2
14492 35318 7
48341 4299 3
39521 38524 10
4450 47516 1
36457 45823 9
1279 47386 7
49013 49123 10
34207 25065 5
1181 10139 3
44932 14219 6
6083 14555 5
2532 5670 1
32754 13683 1
5614 38363 10
35978 38742 7
5302 48057 2
10052 41069 6
25918 43075 6
33700 27355 6
19502 32764 2
49588 4629 8
14460 40357 6
11681 27298 7
33145 139 6
2555 25289 6
45193 48007 8
3551 30861 2
9532 28172 2
10869 11241 9
4721 23615 1
20728 23430 8
31357 40405 6
593 46585 2
47883 29108 3
16321 38631 1
31800 23 3
29542 46412 5
29667 16457 5
47174 7823 9
5885 26880 5
9402 46731 5
7783 26790 3
7448 40814 3
33941 23941 10
46959 20679 2
16419 25974 10
36504 319 4
2179 12441 3
6731 7400 4
35174 46629 4
3523 13879 3
9434 49767 5
28179 46925 8
44971 30610 9
33166 7897 6
8077 38744 2
6517 29133 9
1346 26666 10
17624 21422 6
39575 26919 9
36845 4965 3
41026 20390 9
15131 45622 5
28614 6748 1
43190 18224 4
17154 16840 2
45608 40745 7
31690 45264 9
16004 15003 3
28609 42347 2
32777 42720 7
42840 38865 9
28639 22073 3
23371 7661 1
17094 2632 4
42218 1079 7
34391 11311 9
5331 49162 3
27788 34201 3
35740 37375 5
18541 41763 2
30392 5204 9
22286 16575 7
18310 49795 4
39489 16838 4
36575 22768 3
10175 48605 1
30822 47504 4
7316 5262 10
24706 20413 9
36096 3501 2
27853 22716 10
33030 16923 4
31232 30674 1
28161 11739 3
15216 2398 4
7138 12965 4
13605 3182 9
36765 6239 2
4711 43048 3
33133 36853 8
16214 19747 8
4212 2298 7
19394 23969 10
13174 17111 1
3406 3369 10
14406 27976 1
37919 26331 6
15807 25942 4
15994 19350 3
9309 34694 4
3659 46742 2
36329 41643 5
39801 45116 6
1678 31468 8
35941 26975 1
12091 46942 5
32956 47807 10
26343 37775 2
18642 35931 5
17251 23185 5
823 11648 8
49508 19076 1
29371 40859 9
4791 1466 2
40619 48313 3
41907 18285 10
8697 4529 1
15904 37870 8
4322 987 8
23576 24549 7
12650 13257 4
44106 36200 8
6059 35842 1
6630 24437 9
9047 4196 2
37782 31880 5
34242 48508 3
47755 1706 3
45493 1305 9
16228 1692 8
42070 31961 5
46192 14258 2
36578 4630 8
23884 29896 6
14047 2532 9
38891 35546 4
40109 39414 2
30601 46640 6
15308 30716 8
25475 12862 2
45060 18033 3
34928 45974 8
22969 34611 7
24092 35455 4
1138 37093 3
11857 27356 2
43990 10183 2
15240 12472 5
6133 1959 3
16433 36919 6
24572 25508 6
4699 24949 1
32289 42809 4
11732 26489 2
11335 6356 3
41369 32153 7
28214 28842 8
17450 8381 4
37875 2334 5
44686 18949 2
8558 45427 4
43259 48896 1
43783 29270 9
43124 49970 6
12424 5032 9
21312 14210 9
41276 23019 6
27172 44840 1
38267 39262 7
46100 18023 7
46882 47894 6
19614 39913 7
11350 31523 4
5786 33324 8
11455 6304 3
13218 47370 4
32554 1583 10
29874 20116 5
28432 27390 3
24756 47319 10
23216 7822 6
17983 43797 6
34998 5395 4
29662 43171 4
16880 16654 9
22544 27678 4
36114 43081 6
26017 10677 2
24137 1800 6
31046 16045 4
34976 1774 8
7509 24317 6
36070 49157 4
28568 29814 8
36324 18454 5
14995 42482 2
24439 37948 10
22048 41797 9
39727 48790 6
43135 30446 5
47489 34166 1
46425 8075 1
12549 27334 3
6516 2056 4
26933 21675 1
49327 30102 1
23414 46537 9
14934 22855 8
26994 42382 5
37710 13086 2
6398 3264 5
9081 45759 2
20196 21426 8
40950 11829 9
20212 45471 5
37886 40022 4
45678 48354 10
49770 30060 2
9307 43561 7
30468 35484 9
5657 24797 6
11436 20113 8
12677 24526 9
12768 44476 4
8549 30413 5
19703 34349 8
31161 7451 1
9917 10152 9
5438 33168 4
19616 11915 2
15348 12985 4
32211 20730 2
35921 28716 10
44022 15695 3
14359 907 8
8488 2176 3
6514 34340 2
49071 47988 1
29101 8019 9
48282 38316 9
16599 10535 5
43065 40643 8
12788 6015 9
9914 41401 2
41777 9208 2
20345 10330 8
33661 36576 2
31548 14287 3
46895 42744 8
16076 20646 9
27506 7130 9
5465 39447 7
43889 47286 7
43157 29041 10
40106 33245 1
44624 45085 3
39643 19641 4
46163 10345 9
14965 40517 6
3497 26873 4
23950 47425 1
11950 25381 5
22124 29420 10
18910 36479 9
12751 47132 3
24013 2677 6
11219 43330 1
34046 15390 9
24237 10602 6
23984 20499 4
19608 44981 5
38634 1874 3
34631 18121 1
39815 49827 7
17313 43740 3
16161 38296 3
46157 31520 8
35014 13660 3
42316 1002 4
18724 10969 8
6023 45631 6
27650 33981 6
9838 12758 1
6229 27564 7
34988 69 1
49883 48239 4
25101 21641 2
27664 34924 3
24186 28545 4
8013 19422 5
43811 45169 10
49185 28837 4
18068 4757 7
4871 14018 9
10733 46447 8
36541 29212 2
48325 33607 8
49440 16175 2
41227 1812 9
45801 34836 4
38603 26985 9
8572 36505 7
40077 36794 7
30961 42817 10
10227 48439 1
45365 26094 8
48477 263 10
29885 18362 10
22463 12126 2
45043 2326 2
1031 37663 7
30621 10377 10
46858 6306 5
11290 35133 7
15688 26911 5
11779 41990 4
34416 30161 2
29298 25925 5
30072 9406 6
2563 11531 3
29450 8855 4
129 34732 5
